controlled_stations,type,profit,rc_11,rc_14,rc_15,rc_26,rc_37
11,base_case,0.0,0.6,0.6,0.5,0.6,0.5
11,max_prices,0.0,0.8,0.6,0.5,0.6,0.5
11,sol_tr_predicted,7.353036033666309,0.3601169304945935,0.6,0.5,0.6,0.5
11,sol_tr_real,12.193802206584392,0.3601169304945935,0.6,0.5,0.6,0.5
11,sol_predicted,7.353036033666309,0.3601169304945935,0.6,0.5,0.6,0.5
11,sol_real,12.863810641318892,0.3601169304945935,0.6,0.5,0.6,0.5
14,base_case,6.530191534995553,0.6,0.6,0.5,0.6,0.5
14,max_prices,0.0,0.6,0.8,0.5,0.6,0.5
14,sol_tr_predicted,16.326376470245776,0.6,0.37483553389955415,0.5,0.6,0.5
14,sol_tr_real,18.494569580185942,0.6,0.37483553389955415,0.5,0.6,0.5
14,sol_predicted,16.326376470237093,0.6,0.3748355338979832,0.5,0.6,0.5
14,sol_real,18.494569580103406,0.6,0.3748355338979832,0.5,0.6,0.5
15,base_case,13.727748669593861,0.6,0.6,0.5,0.6,0.5
15,max_prices,0.0,0.6,0.6,0.8,0.6,0.5
15,sol_tr_predicted,9.918395463403433,0.6,0.6,0.3964115116359902,0.6,0.5
15,sol_tr_real,5.453181371900031,0.6,0.6,0.3964115116359902,0.6,0.5
15,sol_predicted,9.918395463393262,0.6,0.6,0.39641151163728505,0.6,0.5
15,sol_real,10.78047846622728,0.6,0.6,0.39641151163728505,0.6,0.5
26,base_case,0.0,0.6,0.6,0.5,0.6,0.5
26,max_prices,0.0,0.6,0.6,0.5,0.8,0.5
26,sol_tr_predicted,17.901623419609773,0.6,0.6,0.5,0.4111403185719917,0.5
26,sol_tr_real,20.398184129391943,0.6,0.6,0.5,0.4111403185719917,0.5
26,sol_predicted,17.901623419609777,0.6,0.6,0.5,0.41114031857199157,0.5
26,sol_real,22.184210346220564,0.6,0.6,0.5,0.41114031857199157,0.5
37,base_case,9.948502531171913,0.6,0.6,0.5,0.6,0.5
37,max_prices,0.0,0.6,0.6,0.5,0.6,0.8
37,sol_tr_predicted,13.216658839890663,0.6,0.6,0.5,0.6,0.4601415614328404
37,sol_tr_real,12.81395400313835,0.6,0.6,0.5,0.6,0.4601415614328404
37,sol_predicted,13.216658840669382,0.6,0.6,0.5,0.6,0.46014156141328855
37,sol_real,19.20345920944271,0.6,0.6,0.5,0.6,0.46014156141328855
11|14,base_case,6.530191534995553,0.6,0.6,0.5,0.6,0.5
11|14,max_prices,4.2920769248783746,0.8,0.8,0.5,0.6,0.5
11|14,sol_tr_predicted,18.613344567771303,0.7944352951870308,0.38202827198530137,0.5,0.6,0.5
11|14,sol_tr_real,18.869814753848242,0.7944352951870308,0.38202827198530137,0.5,0.6,0.5
11|14,sol_predicted,18.658479401827254,0.8,0.3818313029459418,0.5,0.6,0.5
11|14,sol_real,18.859538878305187,0.8,0.3818313029459418,0.5,0.6,0.5
11|15,base_case,13.727748669593861,0.6,0.6,0.5,0.6,0.5
11|15,max_prices,2.1066028535820154,0.8,0.6,0.8,0.6,0.5
11|15,sol_tr_predicted,13.949705071806287,0.37459770110802126,0.6,0.26579411527184293,0.6,0.5
11|15,sol_tr_real,15.104377804773453,0.37459770110802126,0.6,0.26579411527184293,0.6,0.5
11|15,sol_predicted,13.949705071806287,0.37459770110802126,0.6,0.26579411527184293,0.6,0.5
11|15,sol_real,15.104377804773453,0.37459770110802126,0.6,0.26579411527184293,0.6,0.5
11|26,base_case,0.0,0.6,0.6,0.5,0.6,0.5
11|26,max_prices,0.0,0.8,0.6,0.5,0.8,0.5
11|26,sol_tr_predicted,20.405254101867406,0.3472724781455038,0.6,0.5,0.4111365740118157,0.5
11|26,sol_tr_real,23.41529371817311,0.3472724781455038,0.6,0.5,0.4111365740118157,0.5
11|26,sol_predicted,20.405254101879663,0.3472724781455038,0.6,0.5,0.4111365740118157,0.5
11|26,sol_real,23.41529371817311,0.3472724781455038,0.6,0.5,0.4111365740118157,0.5
11|37,base_case,9.948502531171913,0.6,0.6,0.5,0.6,0.5
11|37,max_prices,0.0,0.8,0.6,0.5,0.6,0.8
11|37,sol_tr_predicted,18.68573341671538,0.3469538025381768,0.6,0.5,0.6,0.4665143286266772
11|37,sol_tr_real,23.425292376779076,0.3469538025381768,0.6,0.5,0.6,0.4665143286266772
11|37,sol_predicted,18.68573341671538,0.3469538025381768,0.6,0.5,0.6,0.4665143286266772
11|37,sol_real,23.425292376779076,0.3469538025381768,0.6,0.5,0.6,0.4665143286266772
14|15,base_case,20.257940204589413,0.6,0.6,0.5,0.6,0.5
14|15,max_prices,12.308395895163644,0.6,0.8,0.8,0.6,0.5
14|15,sol_tr_predicted,20.11158284722979,0.6,0.4080636704536282,0.34793641504431316,0.6,0.5
14|15,sol_tr_real,17.687397172147286,0.6,0.4080636704536282,0.34793641504431316,0.6,0.5
14|15,sol_predicted,20.1115828472901,0.6,0.4080636704536281,0.34793641504431305,0.6,0.5
14|15,sol_real,17.687397172147257,0.6,0.4080636704536281,0.34793641504431305,0.6,0.5
14|26,base_case,6.530191534995553,0.6,0.6,0.5,0.6,0.5
14|26,max_prices,8.78713424749543,0.6,0.8,0.5,0.8,0.5
